Species,Length,Sex,Quadrat,Interval,Year
Padoxus,15.5,f,2,5,2014
Pangustatus,15.0,f,2,5,2014
Pcoracinus,18.0,f,2,5,2014
Slecontei,14.0,m,2,5,2014
Cemarginatus,14.0,f,3,5,2014
Padoxus,15.0,m,3,5,2014
Padoxus,15.0,m,3,5,2014
Padoxus,15.0,f,3,5,2014
Pangustatus,15.0,f,3,5,2014
Pangustatus,14.0,m,3,5,2014
Pmoestus,17.0,m,3,5,2014
Cgoryi,20.0,m,4,5,2014
Pangustatus,15.0,f,4,5,2014
Cemarginatus,13.0,m,5,5,2014
Cemarginatus,13.0,m,5,5,2014
Csigillatus,16.0,f,5,5,2014
Csodalis,17.0,f,5,5,2014
Naeneus,11.0,f,5,5,2014
Pangustatus,14.0,f,5,5,2014
Pangustatus,15.0,f,5,5,2014
Pangustatus,14.0,f,5,5,2014
Phypolithos,15.5,f,5,5,2014
Pstygicus,15.0,m,5,5,2014
Pstygicus,15.0,m,5,5,2014
Pstygicus,15.0,f,5,5,2014
Pstygicus,14.0,m,5,5,2014
Cgoryi,22.5,f,6,5,2014
Cgoryi,23.0,f,6,5,2014
Csodalis,16.5,m,6,5,2014
Csodalis,17.0,m,6,5,2014
Pangustatus,19.5,f,6,5,2014
Pangustatus,15.0,f,6,5,2014
Pmoestus,18.0,f,6,5,2014
Pstygicus,15.0,f,6,5,2014
Cemarginatus,15.0,m,7,5,2014
Cemarginatus,14.0,f,7,5,2014
Cemarginatus,15.0,f,7,5,2014
Cemarginatus,15.0,f,7,5,2014
Cemarginatus,15.0,f,7,5,2014
Cfucatus,16.0,f,7,5,2014
Cgoryi,21.0,m,7,5,2014
Cgoryi,20.0,f,7,5,2014
Csigillatus,18.0,f,7,5,2014
Csigillatus,17.0,f,7,5,2014
Csigillatus,17.0,m,7,5,2014
Naeneus,9.0,f,7,5,2014
Naeneus,9.0,f,7,5,2014
Padoxus,15.0,m,7,5,2014
Phypolithos,15.0,f,7,5,2014
Phypolithos,14.0,f,7,5,2014
Phypolithos,14.0,m,7,5,2014
Phypolithos,15.0,f,7,5,2014
Aferreum,8.0,m,8,5,2014
Aferreum,7.0,f,8,5,2014
Cemarginatus,15.0,f,8,5,2014
Cemarginatus,15.5,f,8,5,2014
Cgoryi,22.5,f,8,5,2014
Csigillatus,17.0,f,8,5,2014
Csigillatus,16.5,f,8,5,2014
Csodalis,16.0,m,8,5,2014
Csodalis,17.0,m,8,5,2014
Csodalis,16.5,m,8,5,2014
Csodalis,16.0,m,8,5,2014
Csodalis,17.0,m,8,5,2014
Csodalis,16.5,m,8,5,2014
Csodalis,16.5,m,8,5,2014
Csodalis,16.0,m,8,5,2014
Padoxus,15.0,f,8,5,2014
Pangustatus,15.0,m,8,5,2014
Pangustatus,14.0,m,8,5,2014
Pangustatus,15.5,f,8,5,2014
Phypolithos,15.0,f,8,5,2014
Phypolithos,16.0,f,8,5,2014
Phypolithos,15.0,f,8,5,2014
Phypolithos,16.0,f,8,5,2014
Phypolithos,15.0,f,8,5,2014
Phypolithos,15.5,f,8,5,2014
Phypolithos,16.0,f,8,5,2014
Phypolithos,15.0,f,8,5,2014
Pstygicus,15.0,m,8,5,2014
Pstygicus,15.5,m,8,5,2014
Pstygicus,16.5,f,8,5,2014
Pstygicus,15.0,f,8,5,2014
Slecontei,13.5,f,8,5,2014
Slecontei,14.0,m,8,5,2014
Slecontei,13.5,m,8,5,2014
Slecontei,14.0,m,8,5,2014
Slecontei,14.0,f,8,5,2014
Slecontei,14.0,f,8,5,2014
Slecontei,14.0,m,8,5,2014
Cgoryi,21.5,m,10,5,2014
Cgoryi,22.0,f,10,5,2014
Pangustatus,14.0,f,10,5,2014
Pangustatus,14.0,f,10,5,2014
Pangustatus,15.0,f,10,5,2014
Pangustatus,14.0,m,10,5,2014
Pangustatus,13.5,m,10,5,2014
Pangustatus,14.0,f,10,5,2014
Pangustatus,15.0,f,10,5,2014
Pangustatus,14.0,m,10,5,2014
Pstygicus,16.5,f,10,5,2014
Slecontei,13.0,f,10,5,2014
Slecontei,14.0,f,10,5,2014
Csigillatus,15.8,m,11,5,2014
Cfucatus,15.0,f,12,5,2014
Cgoryi,21.0,f,12,5,2014
Padoxus,15.0,f,12,5,2014
Padoxus,15.0,m,12,5,2014
Pangustatus,14.0,f,12,5,2014
Pmoestus,18.5,f,12,5,2014
Slecontei,13.0,f,12,5,2014
Cgoryi,22.0,f,13,5,2014
Cgoryi,22.0,f,13,5,2014
Cgoryi,20.0,m,13,5,2014
Mcyanescens,14.0,m,13,5,2014
Pangustatus,15.0,f,13,5,2014
Padoxus,14.0,m,14,5,2014
Padoxus,15.0,f,14,5,2014
Cgoryi,21.0,f,15,5,2014
Cgoryi,23.0,f,16,5,2014
Padoxus,14.0,m,16,5,2014
Padoxus,15.0,f,16,5,2014
Aferreum,9.0,f,17,5,2014
Pstygicus,15.0,f,17,5,2014
Pstygicus,16.0,m,17,5,2014
Pstygicus,16.0,m,17,5,2014
Slecontei,13.0,f,17,5,2014
Afidele,8.0,f,19,5,2014
Csigillatus,15.0,f,19,5,2014
Pangustatus,14.0,f,19,5,2014
Pcoracinus,15.5,f,19,5,2014
Pdiligendus,12.5,f,19,5,2014
Padoxus,15.0,f,20,5,2014
Phamiltoni,14.0,m,20,5,2014
Pstygicus,15.0,m,20,5,2014
Simpunctatus,10.5,f,20,5,2014
Cemarginatus,14.0,m,21,5,2014
Cemarginatus,15.0,m,21,5,2014
Cemarginatus,15.0,m,21,5,2014
Cemarginatus,14.0,m,21,5,2014
Cemarginatus,14.0,m,21,5,2014
Cemarginatus,15.0,m,21,5,2014
Cemarginatus,15.0,m,21,5,2014
Cemarginatus,13.0,m,21,5,2014
Cemarginatus,14.0,m,21,5,2014
Cemarginatus,13.0,m,21,5,2014
Cemarginatus,15.0,m,21,5,2014
Cemarginatus,14.0,m,21,5,2014
Cemarginatus,15.0,f,21,5,2014
Cemarginatus,15.0,f,21,5,2014
Cemarginatus,15.0,f,21,5,2014
Cemarginatus,14.0,f,21,5,2014
Cemarginatus,14.0,m,21,5,2014
Cemarginatus,14.0,m,21,5,2014
Cgoryi,23.0,f,21,5,2014
Dpolitus,14.0,f,21,5,2014
Padoxus,14.0,f,21,5,2014
Padoxus,14.0,f,21,5,2014
Padoxus,15.5,f,21,5,2014
Padoxus,14.0,f,21,5,2014
Padoxus,14.0,f,21,5,2014
Padoxus,14.0,m,21,5,2014
Padoxus,15.0,f,21,5,2014
Pangustatus,14.0,f,21,5,2014
Pmoestus,18.0,f,21,5,2014
Pmoestus,18.5,m,21,5,2014
Pmoestus,18.0,f,21,5,2014
Ptenuicollis,12.0,f,21,5,2014
Ptenuicollis,12.0,f,21,5,2014
Simpunctatus,8.0,f,21,5,2014
Pangustatus,15.0,f,22,5,2014
Cgoryi,24.0,f,23,5,2014
Pangustatus,16.0,f,23,5,2014
Pangustatus,15.0,m,23,5,2014
Plachrymosus,17.0,f,23,5,2014
Plachrymosus,15.0,m,23,5,2014
Pmoestus,20.0,f,23,5,2014
Pmoestus,18.0,m,23,5,2014
Pmoestus,18.0,m,23,5,2014
Pmoestus,18.0,m,23,5,2014
Pmoestus,19.0,m,23,5,2014
Pmoestus,17.0,m,23,5,2014
Pmoestus,19.0,m,23,5,2014
Prostratus,16.0,m,23,5,2014
Prostratus,15.0,m,23,5,2014
Ptristis,15.0,m,23,5,2014
Csigillatus,17.0,m,24,5,2014
Pangustatus,15.0,f,24,5,2014
Pcoracinus,15.0,f,24,5,2014
Pmoestus,18.0,m,24,5,2014
Pmoestus,19.0,m,24,5,2014
Pmoestus,19.5,m,24,5,2014
Pmoestus,18.0,f,24,5,2014
Pmoestus,18.0,f,24,5,2014
Pmoestus,18.5,m,24,5,2014
Pstygicus,15.5,f,24,5,2014
Cemarginatus,15.0,f,25,5,2014
Cgoryi,22.0,f,25,5,2014
Cgoryi,21.0,m,25,5,2014
Cemarginatus,14.5,f,26,5,2014
Cgoryi,22.0,f,26,5,2014
Cgoryi,20.5,m,26,5,2014
Cgoryi,20.5,m,26,5,2014
Cgoryi,21.0,m,26,5,2014
Dteter,17.0,m,26,5,2014
Padoxus,16.0,f,26,5,2014
Padoxus,14.0,m,26,5,2014
Pangustatus,15.0,f,26,5,2014
Pangustatus,14.5,m,26,5,2014
Pangustatus,15.0,m,27,5,2014
Ptristis,15.0,m,27,5,2014
Pangustatus,14.5,m,28,5,2014
Pangustatus,14.0,f,28,5,2014
Csigillatus,17.0,f,29,5,2014
Pangustatus,15.0,f,29,5,2014
Pangustatus,14.0,m,29,5,2014
Plachrymosus,16.5,f,29,5,2014
Cemarginatus,15.0,f,30,5,2014
Cfucatus,16.2,m,30,5,2014
Csigillatus,16.5,m,30,5,2014
Csigillatus,16.8,m,30,5,2014
Pangustatus,14.0,f,30,5,2014
Pangustatus,15.0,f,30,5,2014
Plachrymosus,15.0,m,30,5,2014
Plachrymosus,18.0,f,30,5,2014
Plachrymosus,17.0,f,30,5,2014
Cgoryi,22.0,f,31,5,2014
Cgoryi,23.0,f,31,5,2014
Pangustatus,13.0,m,31,5,2014
Pangustatus,14.0,m,31,5,2014
Plachrymosus,14.0,m,31,5,2014
Pmoestus,17.0,m,31,5,2014
Pmoestus,17.0,m,31,5,2014
Csigillatus,15.0,m,32,5,2014
Pangustatus,14.5,m,32,5,2014
Cgoryi,22.0,f,33,5,2014
Cgoryi,21.0,m,33,5,2014
Pmoestus,18.0,f,33,5,2014
Plachrymosus,16.0,m,34,5,2014
Cgoryi,21.5,m,35,5,2014
Plachrymosus,15.5,m,36,5,2014
Cgoryi,21.0,m,37,5,2014
Csigillatus,17.0,f,37,5,2014
Csigillatus,17.0,f,37,5,2014
Csigillatus,18.0,f,37,5,2014
Padoxus,16.0,m,37,5,2014
Phamiltoni,13.0,m,37,5,2014
Pstygicus,16.0,f,37,5,2014
Slecontei,14.0,m,37,5,2014
Lscrutator,16.5,m,38,5,2014
Pangustatus,14.0,m,38,5,2014
Pdiligendus,15.5,f,38,5,2014
Pdiligendus,15.0,m,38,5,2014
Phamiltoni,14.0,f,38,5,2014
Phamiltoni,13.5,m,38,5,2014
Phamiltoni,14.0,m,38,5,2014
Pstygicus,15.0,f,38,5,2014
Pstygicus,15.5,f,38,5,2014
Pstygicus,16.0,f,38,5,2014
Pstygicus,15.5,f,38,5,2014
Slecontei,14.5,f,38,5,2014
Cgoryi,24.0,f,39,5,2014
Csigillatus,16.0,f,39,5,2014
Csigillatus,17.0,m,39,5,2014
Csigillatus,17.0,f,39,5,2014
Csigillatus,15.0,m,39,5,2014
Csigillatus,16.0,f,39,5,2014
Csigillatus,16.0,f,39,5,2014
Csigillatus,17.0,f,39,5,2014
Csigillatus,16.0,m,39,5,2014
Csigillatus,17.0,f,39,5,2014
Csigillatus,16.0,m,39,5,2014
Csigillatus,15.0,f,39,5,2014
Csigillatus,17.0,f,39,5,2014
Csigillatus,16.0,m,39,5,2014
Csigillatus,16.0,m,39,5,2014
Csigillatus,15.0,f,39,5,2014
Csigillatus,16.0,m,39,5,2014
Csigillatus,15.0,m,39,5,2014
Csigillatus,15.0,m,39,5,2014
Csigillatus,17.0,f,39,5,2014
Csigillatus,15.0,m,39,5,2014
Csigillatus,15.5,m,39,5,2014
Csigillatus,15.0,m,39,5,2014
Csigillatus,15.0,f,39,5,2014
Csigillatus,16.0,m,39,5,2014
Csigillatus,16.0,m,39,5,2014
Csigillatus,17.0,f,39,5,2014
Csigillatus,15.5,m,39,5,2014
Csigillatus,16.0,m,39,5,2014
Pangustatus,15.0,f,39,5,2014
Phamiltoni,12.0,m,39,5,2014
Pmoestus,18.0,f,39,5,2014
Pstygicus,15.0,f,39,5,2014
Simpunctatus,11.5,f,39,5,2014
Afidele,10.0,f,40,5,2014
Afidele,9.0,m,40,5,2014
Pdiligendus,13.0,m,40,5,2014
Pdiligendus,14.5,f,40,5,2014
Pdiligendus,13.5,m,40,5,2014
Pdiligendus,13.0,m,40,5,2014
Pdiligendus,13.0,m,40,5,2014
Pdiligendus,14.0,m,40,5,2014
Plongicornis,13.0,f,40,5,2014
Pstygicus,16.0,f,40,5,2014
Pstygicus,16.0,f,40,5,2014
Pstygicus,15.0,f,40,5,2014
Pstygicus,15.0,f,40,5,2014
unkn,12.0,f,40,5,2014
Cgoryi,21.5,m,1,6,2014
Cgoryi,20.5,m,1,6,2014
Cgoryi,20.5,m,1,6,2014
Cgoryi,22.0,f,1,6,2014
Dteter,21.0,m,1,6,2014
Padoxus,15.5,f,1,6,2014
Pangustatus,15.0,f,1,6,2014
Pangustatus,15.0,f,1,6,2014
Pangustatus,16.0,f,1,6,2014
Pangustatus,14.0,f,1,6,2014
Pangustatus,13.0,m,1,6,2014
Pangustatus,13.0,m,1,6,2014
Pangustatus,15.0,f,1,6,2014
Pangustatus,15.5,f,1,6,2014
Pangustatus,15.0,f,1,6,2014
Pangustatus,15.0,f,1,6,2014
Pangustatus,14.0,m,1,6,2014
Pangustatus,14.0,m,1,6,2014
Pstygicus,15.0,f,1,6,2014
Pstygicus,15.0,m,1,6,2014
Pstygicus,15.0,f,1,6,2014
Pstygicus,15.0,m,1,6,2014
Cemarginatus,14.0,f,2,6,2014
Csigillatus,16.0,f,2,6,2014
Csigillatus,17.0,f,2,6,2014
Csigillatus,17.0,f,2,6,2014
Csigillatus,16.0,f,2,6,2014
Csigillatus,16.0,f,2,6,2014
Padoxus,15.0,f,2,6,2014
Pstygicus,16.0,f,2,6,2014
Pstygicus,16.0,f,2,6,2014
Slecontei,14.0,f,2,6,2014
Slecontei,14.0,m,2,6,2014
Cemarginatus,14.5,f,3,6,2014
Cgoryi,22.0,f,3,6,2014
Cgoryi,21.5,m,3,6,2014
Cgoryi,21.0,m,3,6,2014
Padoxus,15.0,m,3,6,2014
Padoxus,13.0,m,3,6,2014
Padoxus,15.0,f,3,6,2014
Padoxus,16.0,f,3,6,2014
Padoxus,14.5,m,3,6,2014
Padoxus,15.5,m,3,6,2014
Padoxus,16.0,f,3,6,2014
Pangustatus,14.0,f,3,6,2014
Pangustatus,14.0,f,3,6,2014
Pangustatus,15.0,f,3,6,2014
Pangustatus,15.0,m,3,6,2014
Pangustatus,14.0,m,3,6,2014
Pangustatus,15.0,m,3,6,2014
Pangustatus,15.0,f,3,6,2014
Pangustatus,15.0,f,3,6,2014
Pangustatus,15.0,f,3,6,2014
Pangustatus,14.0,m,3,6,2014
Pangustatus,15.0,m,3,6,2014
Pangustatus,14.0,m,3,6,2014
Pmoestus,18.0,m,3,6,2014
Ptristis,14.0,f,3,6,2014
Ptristis,13.0,f,3,6,2014
Ptristis,13.0,f,3,6,2014
Dpolitus,12.0,m,4,6,2014
Dteter,20.5,f,4,6,2014
Padoxus,15.0,f,4,6,2014
Padoxus,16.0,f,4,6,2014
Pangustatus,15.0,f,4,6,2014
Phypolithos,15.5,f,4,6,2014
Ptristis,13.0,f,4,6,2014
Ptristis,13.0,f,4,6,2014
Cgoryi,22.0,f,5,6,2014
Csodalis,18.0,f,5,6,2014
Csodalis,17.5,m,5,6,2014
Mcoracinus,15.0,m,5,6,2014
Padoxus,15.0,f,5,6,2014
Padoxus,15.0,m,5,6,2014
Padoxus,14.0,m,5,6,2014
Padoxus,15.0,m,5,6,2014
Pangustatus,16.0,f,5,6,2014
Pangustatus,15.5,m,5,6,2014
Pangustatus,15.5,f,5,6,2014
Phamiltoni,14.5,f,5,6,2014
Phamiltoni,14.0,f,5,6,2014
Phamiltoni,12.5,m,5,6,2014
Phamiltoni,13.0,m,5,6,2014
Phamiltoni,13.0,m,5,6,2014
Phamiltoni,14.0,m,5,6,2014
Phamiltoni,13.0,m,5,6,2014
Pstygicus,15.0,f,5,6,2014
Pstygicus,16.0,f,5,6,2014
Pstygicus,15.0,f,5,6,2014
Pstygicus,15.0,m,5,6,2014
Pstygicus,15.0,m,5,6,2014
Pstygicus,16.0,m,5,6,2014
Pstygicus,15.0,m,5,6,2014
Pstygicus,16.0,f,5,6,2014
Pstygicus,16.5,f,5,6,2014
Pstygicus,15.0,f,5,6,2014
Pstygicus,15.0,m,5,6,2014
Pstygicus,16.0,m,5,6,2014
Pstygicus,16.0,m,5,6,2014
Pstygicus,15.0,m,5,6,2014
Slecontei,12.5,f,5,6,2014
Cgoryi,22.0,f,6,6,2014
Csodalis,19.0,f,6,6,2014
Csodalis,16.5,m,6,6,2014
Dteter,20.5,f,6,6,2014
Pangustatus,14.0,f,6,6,2014
Pangustatus,14.0,f,6,6,2014
Pangustatus,15.0,f,6,6,2014
Pangustatus,15.0,f,6,6,2014
Pmoestus,19.0,f,6,6,2014
Pstygicus,15.0,f,6,6,2014
Pstygicus,16.0,f,6,6,2014
Pstygicus,16.5,f,6,6,2014
Cemarginatus,15.0,f,7,6,2014
Csigillatus,17.0,m,7,6,2014
Csigillatus,16.5,m,7,6,2014
Csigillatus,16.0,m,7,6,2014
Csigillatus,16.5,m,7,6,2014
Csodalis,17.0,m,7,6,2014
Mimperfectus,8.2,f,7,6,2014
Padoxus,14.0,f,7,6,2014
Padoxus,15.0,f,7,6,2014
Padoxus,14.0,f,7,6,2014
Padoxus,15.0,f,7,6,2014
Padoxus,15.0,f,7,6,2014
Padoxus,15.0,m,7,6,2014
Padoxus,14.0,f,7,6,2014
Padoxus,16.0,f,7,6,2014
Padoxus,15.0,f,7,6,2014
Padoxus,15.0,m,7,6,2014
Pangustatus,15.0,f,7,6,2014
Pangustatus,14.0,f,7,6,2014
Phypolithos,15.0,f,7,6,2014
Phypolithos,16.0,f,7,6,2014
Phypolithos,15.0,f,7,6,2014
Phypolithos,15.5,f,7,6,2014
Plachrymosus,17.0,f,7,6,2014
Plachrymosus,16.0,f,7,6,2014
Pmoestus,18.0,f,7,6,2014
Pstygicus,17.5,f,7,6,2014
Pstygicus,16.5,f,7,6,2014
Pstygicus,16.0,f,7,6,2014
Slecontei,14.0,m,7,6,2014
Cemarginatus,14.0,f,8,6,2014
Cemarginatus,13.0,m,8,6,2014
Csigillatus,17.0,m,8,6,2014
Csodalis,17.5,f,8,6,2014
Csodalis,17.0,f,8,6,2014
Csodalis,17.0,m,8,6,2014
Csodalis,16.0,m,8,6,2014
Csodalis,16.0,m,8,6,2014
Padoxus,15.0,m,8,6,2014
Padoxus,15.0,m,8,6,2014
Pangustatus,14.0,m,8,6,2014
Pangustatus,15.0,f,8,6,2014
Pangustatus,15.0,f,8,6,2014
Pangustatus,15.0,f,8,6,2014
Patratus,14.0,f,8,6,2014
Phypolithos,14.0,m,8,6,2014
Phypolithos,15.0,f,8,6,2014
Phypolithos,16.0,f,8,6,2014
Phypolithos,15.0,f,8,6,2014
Phypolithos,14.0,f,8,6,2014
Phypolithos,15.0,f,8,6,2014
Pstygicus,16.0,f,8,6,2014
Pstygicus,16.0,f,8,6,2014
Pstygicus,15.0,f,8,6,2014
Pstygicus,15.0,m,8,6,2014
Pstygicus,16.0,f,8,6,2014
Pstygicus,15.0,f,8,6,2014
Pstygicus,16.0,m,8,6,2014
Pstygicus,15.0,m,8,6,2014
Slecontei,13.0,m,8,6,2014
Cgoryi,21.0,m,9,6,2014
Cgoryi,20.5,m,9,6,2014
Cgoryi,22.5,f,9,6,2014
Cgoryi,22.5,f,9,6,2014
Cgoryi,21.0,f,9,6,2014
Cgoryi,22.0,m,9,6,2014
Cgoryi,22.0,f,9,6,2014
Cgoryi,20.0,f,9,6,2014
Cgoryi,21.0,f,9,6,2014
Cgoryi,20.0,m,9,6,2014
Cgoryi,20.0,m,9,6,2014
Cgoryi,22.0,f,9,6,2014
Cgoryi,22.0,f,9,6,2014
Cgoryi,23.0,f,9,6,2014
Dteter,20.0,f,9,6,2014
Pangustatus,16.0,f,9,6,2014
Pangustatus,15.0,m,9,6,2014
Pangustatus,15.5,f,9,6,2014
Pangustatus,15.0,m,9,6,2014
Pangustatus,15.0,f,9,6,2014
Pangustatus,15.0,f,9,6,2014
Pangustatus,14.0,m,9,6,2014
Pangustatus,15.0,m,9,6,2014
Pangustatus,15.0,m,9,6,2014
Pangustatus,14.0,m,9,6,2014
Plachrymosus,15.0,m,9,6,2014
Cgoryi,20.0,m,10,6,2014
Padoxus,15.0,f,10,6,2014
Pangustatus,14.0,m,10,6,2014
Pangustatus,13.0,m,10,6,2014
Pangustatus,14.0,f,10,6,2014
Pangustatus,15.0,f,10,6,2014
Pangustatus,14.0,f,10,6,2014
Pangustatus,15.0,f,10,6,2014
Pangustatus,15.0,f,10,6,2014
Pangustatus,15.0,f,10,6,2014
Pangustatus,15.0,f,10,6,2014
Plachrymosus,16.0,f,10,6,2014
Slecontei,12.0,f,10,6,2014
Padoxus,15.0,f,11,6,2014
Padoxus,15.0,f,11,6,2014
Slecontei,14.0,f,11,6,2014
Cgoryi,21.5,m,12,6,2014
Cgoryi,22.0,f,12,6,2014
Cgoryi,21.5,f,12,6,2014
Cgoryi,22.0,f,12,6,2014
Cgoryi,23.0,f,12,6,2014
Csigillatus,17.0,f,12,6,2014
Csigillatus,17.0,m,12,6,2014
Csigillatus,15.5,m,12,6,2014
Csigillatus,16.0,f,12,6,2014
Csigillatus,17.0,m,12,6,2014
Csigillatus,16.0,m,12,6,2014
Plachrymosus,16.0,f,12,6,2014
Plachrymosus,16.0,m,12,6,2014
Plachrymosus,15.0,m,12,6,2014
Plachrymosus,16.0,m,12,6,2014
Plachrymosus,16.0,m,12,6,2014
Plachrymosus,15.5,m,12,6,2014
Slecontei,13.5,f,12,6,2014
Cgoryi,20.0,m,13,6,2014
Cgoryi,21.0,m,13,6,2014
Dteter,20.0,m,13,6,2014
Dteter,18.0,f,13,6,2014
Pangustatus,14.0,f,13,6,2014
Padoxus,16.0,f,14,6,2014
Padoxus,14.0,f,14,6,2014
Padoxus,14.5,m,14,6,2014
Pangustatus,14.0,m,14,6,2014
Pcoracinus,18.0,f,14,6,2014
Plachrymosus,16.5,f,14,6,2014
Plachrymosus,17.0,f,14,6,2014
Pstygicus,14.5,f,14,6,2014
Slecontei,14.0,f,14,6,2014
Padoxus,15.0,f,15,6,2014
Padoxus,15.0,m,15,6,2014
Pangustatus,15.0,f,15,6,2014
Ptristis,13.0,m,15,6,2014
Simpunctatus,11.0,m,15,6,2014
Cemarginatus,15.5,f,16,6,2014
Padoxus,15.0,f,16,6,2014
Slecontei,15.0,f,16,6,2014
Afidele,9.0,m,17,6,2014
Afidele,9.0,m,17,6,2014
Afidele,9.5,f,17,6,2014
Afidele,9.0,f,17,6,2014
Afidele,9.0,m,17,6,2014
Afidele,9.0,f,17,6,2014
Afidele,9.0,f,17,6,2014
Afidele,9.0,f,17,6,2014
Pstygicus,16.0,f,17,6,2014
Pstygicus,16.0,f,17,6,2014
Pstygicus,16.0,f,17,6,2014
Pstygicus,15.0,f,17,6,2014
Pstygicus,16.0,f,17,6,2014
Pstygicus,15.0,m,17,6,2014
Pstygicus,15.0,m,17,6,2014
Pstygicus,15.0,m,17,6,2014
Pstygicus,15.0,m,17,6,2014
Pstygicus,15.0,f,17,6,2014
Pstygicus,16.5,f,17,6,2014
Pstygicus,17.0,f,17,6,2014
Pstygicus,16.0,f,17,6,2014
Pstygicus,15.0,m,17,6,2014
Pstygicus,14.0,m,17,6,2014
Pstygicus,15.0,m,17,6,2014
Pstygicus,16.0,f,17,6,2014
Pstygicus,16.0,f,17,6,2014
Pstygicus,16.0,f,17,6,2014
Simpunctatus,10.0,f,17,6,2014
Mimperfectus,6.0,f,18,6,2014
Pangustatus,15.0,f,18,6,2014
Pangustatus,14.0,m,18,6,2014
Csigillatus,17.0,f,19,6,2014
Csigillatus,16.0,f,19,6,2014
Cemarginatus,14.0,f,20,6,2014
Csigillatus,18.0,f,20,6,2014
Csigillatus,16.5,m,20,6,2014
Csigillatus,16.5,m,20,6,2014
Csigillatus,16.0,m,20,6,2014
Csigillatus,15.0,m,20,6,2014
Padoxus,14.0,m,20,6,2014
Pangustatus,15.0,f,20,6,2014
Pangustatus,15.5,f,20,6,2014
Pangustatus,16.0,f,20,6,2014
Phamiltoni,13.5,f,20,6,2014
Phamiltoni,13.0,m,20,6,2014
Phamiltoni,13.0,m,20,6,2014
Phamiltoni,14.0,m,20,6,2014
Pstygicus,14.0,m,20,6,2014
Pstygicus,15.0,m,20,6,2014
Pstygicus,16.0,m,20,6,2014
Pstygicus,15.0,m,20,6,2014
Pstygicus,15.5,f,20,6,2014
Pstygicus,16.5,f,20,6,2014
Pstygicus,15.0,f,20,6,2014
Pstygicus,16.5,f,20,6,2014
Pstygicus,15.0,m,20,6,2014
Pstygicus,15.5,m,20,6,2014
Pstygicus,16.0,f,20,6,2014
Pstygicus,16.0,f,20,6,2014
Pstygicus,16.0,f,20,6,2014
Pstygicus,15.0,f,20,6,2014
Pstygicus,15.0,m,20,6,2014
Pstygicus,15.0,m,20,6,2014
Pstygicus,15.0,m,20,6,2014
Slecontei,15.0,f,20,6,2014
Cemarginatus,15.0,f,21,6,2014
Cemarginatus,14.0,f,21,6,2014
Cemarginatus,14.5,f,21,6,2014
Csigillatus,16.5,f,21,6,2014
Dteter,21.0,f,21,6,2014
Dteter,20.5,m,21,6,2014
Padoxus,15.0,m,21,6,2014
Pangustatus,15.0,f,21,6,2014
Pangustatus,14.0,m,21,6,2014
Pangustatus,13.0,m,21,6,2014
Pangustatus,14.0,m,21,6,2014
Pangustatus,15.0,f,21,6,2014
Pangustatus,15.0,f,21,6,2014
Pangustatus,14.0,m,21,6,2014
Pmoestus,18.0,m,21,6,2014
Pmoestus,17.0,f,21,6,2014
Ptristis,13.0,m,21,6,2014
Ptristis,13.0,f,21,6,2014
Dpolitus,12.0,f,22,6,2014
Pangustatus,16.5,f,22,6,2014
Pangustatus,15.0,f,22,6,2014
Pangustatus,15.0,f,22,6,2014
Pangustatus,14.0,m,22,6,2014
Pangustatus,13.5,m,22,6,2014
Pangustatus,13.0,m,22,6,2014
Pstygicus,16.0,f,22,6,2014
Slecontei,14.0,m,22,6,2014
Mcoracinus,15.0,m,23,6,2014
Padoxus,15.5,f,23,6,2014
Pmoestus,18.5,m,23,6,2014
Pmoestus,18.5,f,23,6,2014
Ptristis,13.5,f,23,6,2014
Ptristis,14.0,f,23,6,2014
Ptristis,15.0,f,23,6,2014
Ptristis,13.0,m,23,6,2014
Ptristis,12.0,m,23,6,2014
Cemarginatus,15.0,m,24,6,2014
Cemarginatus,16.0,f,24,6,2014
Pangustatus,15.0,m,24,6,2014
Pangustatus,15.0,f,24,6,2014
Pmoestus,17.5,m,24,6,2014
Pmoestus,17.0,m,24,6,2014
Pmoestus,17.0,m,24,6,2014
Pmoestus,18.0,f,24,6,2014
Pmoestus,18.0,f,24,6,2014
Pmoestus,18.0,f,24,6,2014
Pmoestus,17.0,m,24,6,2014
Pmoestus,17.0,m,24,6,2014
Pmoestus,18.0,f,24,6,2014
Pmoestus,18.0,f,24,6,2014
Pmoestus,18.0,f,24,6,2014
Pmoestus,18.0,m,24,6,2014
Pmoestus,18.0,m,24,6,2014
Pstygicus,15.0,m,24,6,2014
Pstygicus,14.0,m,24,6,2014
Pstygicus,16.0,f,24,6,2014
Pstygicus,15.0,f,24,6,2014
Pstygicus,15.0,f,24,6,2014
Pstygicus,16.0,f,24,6,2014
Pstygicus,15.0,f,24,6,2014
Pstygicus,14.0,m,24,6,2014
Pstygicus,16.0,f,24,6,2014
Pstygicus,16.0,f,24,6,2014
Pstygicus,16.0,m,24,6,2014
Pstygicus,14.0,m,24,6,2014
Pstygicus,15.0,m,24,6,2014
Pstygicus,16.0,m,24,6,2014
Ptenuicollis,11.0,m,24,6,2014
Ptenuicollis,105.0,m,24,6,2014
Csigillatus,18.0,f,26,6,2014
Pangustatus,16.0,f,26,6,2014
Pangustatus,14.0,f,26,6,2014
Pangustatus,14.0,m,26,6,2014
